## gencode.genes
## GENCODE protein coding genes, combined with entrez id's from GENCODE, and combined with Ensembl product description and transcript type from https://www.ensembl.org/biomart
## GRCh37/hg19, date: 2018-03-27, evidence-based annotation of the human genome, version 28 (Ensembl 92), mapped to GRCh37 with gencode-backmap
## PGC bioinformatics, PF Sullivan & Johan Kallberg Zvrskovec, Karolinska Institutet, 2018
## Rows: 5 comments, header, 19724 entries. Columns: 9
#chr	bp1	bp2	geneName	entrez	ensembl	ttype	strand	product
chr15	63889552	63894627	FBXL22	283807	ENSG00000197361.7_4	protein_coding	+	"F-box and leucine rich repeat protein 22 [Source:HGNC Symbol;Acc:HGNC:27537]"
chr7	148766735	148787874	ZNF786	136051	ENSG00000197362.14_3	protein_coding	-	"zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]"
chr8	146024261	146036554	ZNF517	340385	ENSG00000197363.9_3	protein_coding	+	"zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]"
chr1	153409534	153412425	S100A7L2	645922	ENSG00000197364.6_2	protein_coding	-	"S100 calcium binding protein A7 like 2 [Source:HGNC Symbol;Acc:HGNC:21655]"
chr19	23708433	23870022	ZNF675	171392	ENSG00000197372.9_3	protein_coding	-	"zinc finger protein 675 [Source:HGNC Symbol;Acc:HGNC:30768]"
chr5	131705444	131731306	SLC22A5	6584	ENSG00000197375.12_3	protein_coding	+	"solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]"
chr19	47150869	47164395	DACT3	147906	ENSG00000197380.10_3	protein_coding	-	"dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]"
chr21	46493768	46646475	ADARB1	104	ENSG00000197381.15_3	protein_coding	+	"adenosine deaminase, RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]"
chr3	32023263	32033120	ZNF860	344787	ENSG00000197385.5_3	protein_coding	+	"zinc finger protein 860 [Source:HGNC Symbol;Acc:HGNC:34513]"
chr4	3076408	3245687	HTT	3064	ENSG00000197386.11_4	protein_coding	+	"huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]"
chr1	158717604	158741985	OR6N1	128372	ENSG00000197403.4_4	protein_coding	-	"olfactory receptor family 6 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:15034]"
chr19	47793280	47825323	C5AR1	728	ENSG00000197405.7_3	protein_coding	+	"complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]"
chr14	102027688	102029789	DIO3	1735	ENSG00000197406.7_3	protein_coding	+	"iodothyronine deiodinase 3 [Source:HGNC Symbol;Acc:HGNC:2885]"
chr19	41497155	41524303	CYP2B6	1555	ENSG00000197408.9_4	protein_coding	+	"cytochrome P450 family 2 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:2615]"
chr6	26197068	26197478	HIST1H3D	8351	ENSG00000197409.7_3	protein_coding	-	"histone cluster 1 H3 family member d [Source:HGNC Symbol;Acc:HGNC:4767]"
chr4	155152894	155416722	DCHS2	54798	ENSG00000197410.13_2	protein_coding	-	"dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]"
chr3	156977531	157251408	VEPH1	79674	ENSG00000197415.11_4	protein_coding	-	"ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]"
chr8	82437216	82443613	FABP12	646486	ENSG00000197416.4_3	protein_coding	-	"fatty acid binding protein 12 [Source:HGNC Symbol;Acc:HGNC:34524]"
chr17	3511556	3539616	SHPK	23729	ENSG00000197417.7_3	protein_coding	-	"sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]"
chr11	4658707	4664290	OR51D1	390038	ENSG00000197428.3_5	protein_coding	+	"olfactory receptor family 51 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:15193]"
chr1	46159996	46216322	IPP	3652	ENSG00000197429.10_3	protein_coding	-	"intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]"
chr10	98102973	98119122	OPALIN	93377	ENSG00000197430.10_3	protein_coding	-	"oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707]"
chr1	247834114	247843041	OR13G1	441933	ENSG00000197437.4_4	protein_coding	-	"olfactory receptor family 13 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:14999]"
chr6	136878185	137113656	MAP3K5	4217	ENSG00000197442.9_3	protein_coding	-	"mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]"
chr10	50942689	50970425	OGDHL	55753	ENSG00000197444.9_3	protein_coding	-	"oxoglutarate dehydrogenase like [Source:HGNC Symbol;Acc:HGNC:25590]"
chr19	41620337	41634271	CYP2F1	1572	ENSG00000197446.8_3	protein_coding	+	"cytochrome P450 family 2 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:2632]"
chr7	142941186	142967947	GSTK1	373156	ENSG00000197448.13_3	protein_coding	+	"glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]"
chr5	177631508	177638164	HNRNPAB	3182	ENSG00000197451.11_3	protein_coding	+	"heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]"
chr1	248176962	248187578	OR2L5	81466	ENSG00000197454.2_3	protein_coding	+	"olfactory receptor family 2 subfamily L member 5 [Source:HGNC Symbol;Acc:HGNC:15011]"
chr20	62271058	62289035	STMN3	50861	ENSG00000197457.9_4	protein_coding	-	"stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]"
chr7	536895	559933	PDGFA	5154	ENSG00000197461.13_3	protein_coding	-	"platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]"
chr4	144792020	144826716	GYPE	2996	ENSG00000197465.13_3	protein_coding	-	"glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]"
chr10	71561623	71724031	COL13A1	1305	ENSG00000197467.14_4	protein_coding	+	"collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]"
chr16	29674300	29682197	SPN	6693	ENSG00000197471.11_4	protein_coding	+	"sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]"
chr1	247108849	247171395	ZNF695	57116	ENSG00000197472.14_3	protein_coding	-	"zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954]"
chr5	140579155	140583352	PCDHB11	56125	ENSG00000197479.6_3	protein_coding	+	"protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]"
chr19	55987699	55995854	ZNF628	89887	ENSG00000197483.9_4	protein_coding	+	"zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]"
chr19	56687389	56697144	GALP	85569	ENSG00000197487.8_4	protein_coding	+	"galanin like peptide [Source:HGNC Symbol;Acc:HGNC:24840]"
chr20	45338126	45364986	SLC2A10	81031	ENSG00000197496.5_3	protein_coding	+	"solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]"
chr19	53662466	53696639	ZNF665	79788	ENSG00000197497.10_3	protein_coding	-	"zinc finger protein 665 [Source:HGNC Symbol;Acc:HGNC:25885]"
chr6	111303218	111349466	RPF2	84154	ENSG00000197498.12_3	protein_coding	+	"ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]"
chr9	86890372	86955598	SLC28A3	64078	ENSG00000197506.7_3	protein_coding	-	"solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]"
chr1	222910549	222924147	FAM177B	400823	ENSG00000197520.10_3	protein_coding	+	"family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]"
chr1	1550795	1565990	MIB2	142678	ENSG00000197530.12_4	protein_coding	+	"mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]"
chr1	158514340	158524195	OR6Y1	391112	ENSG00000197532.2_4	protein_coding	-	"olfactory receptor family 6 subfamily Y member 1 [Source:HGNC Symbol;Acc:HGNC:14823]"
chr15	52599480	52821247	MYO5A	4644	ENSG00000197535.14_4	protein_coding	-	"myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]"
chr19	544034	549924	GZMM	3004	ENSG00000197540.7_4	protein_coding	+	"granzyme M [Source:HGNC Symbol;Acc:HGNC:4712]"
chr3	11313995	11599139	ATG7	10533	ENSG00000197548.12_3	protein_coding	+	"autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]"
chr14	71787166	72207946	SIPA1L1	26037	ENSG00000197555.9_4	protein_coding	+	"signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]"
chr2	178477720	178483694	TTC30A	92104	ENSG00000197557.6_3	protein_coding	-	"tetratricopeptide repeat domain 30A [Source:HGNC Symbol;Acc:HGNC:25853]"
chr7	149473131	149531068	SSPO	23145	ENSG00000197558.11_3	protein_coding	+	"SCO-spondin [Source:HGNC Symbol;Acc:HGNC:21998]"
chr19	851014	856247	ELANE	1991	ENSG00000197561.6_3	protein_coding	+	"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]"
chr16	639357	679272	RAB40C	57799	ENSG00000197562.9_3	protein_coding	+	"RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]"
chr18	59572488	59854351	PIGN	23556	ENSG00000197563.10_3	protein_coding	-	"phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]"
chrX	107398837	107682727	COL4A6	1288	ENSG00000197565.15_4	protein_coding	-	"collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]"
chr17	16524051	16557170	ZNF624	57547	ENSG00000197566.9_3	protein_coding	-	"zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]"
chr1	70820488	70851022	HHLA3	11147	ENSG00000197568.13_4	protein_coding	+	"HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]"
chr7	27168126	27170418	HOXA4	3201	ENSG00000197576.13_3	protein_coding	-	"homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]"
chr9	32540542	32552551	TOPORS	10210	ENSG00000197579.7_3	protein_coding	-	"TOP1 binding arginine/serine rich protein [Source:HGNC Symbol;Acc:HGNC:21653]"
chr11	112046190	112095422	BCO2	83875	ENSG00000197580.11_4	protein_coding	+	"beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]"
chr3	177990720	178562217	KCNMB2	10242	ENSG00000197584.11_5	protein_coding	+	"potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286]"
chr20	25176329	25207365	ENTPD6	955	ENSG00000197586.12_5	protein_coding	+	"ectonucleoside triphosphate diphosphohydrolase 6 (putative) [Source:HGNC Symbol;Acc:HGNC:3368]"
chr1	46972668	46979898	DMBX1	127343	ENSG00000197587.10_4	protein_coding	+	"diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]"
chr1	248004230	248005198	OR11L1	391189	ENSG00000197591.3_2	protein_coding	-	"olfactory receptor family 11 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:14998]"
chr6	132129156	132216295	ENPP1	5167	ENSG00000197594.11_3	protein_coding	+	"ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]"
chr16	1484384	1494557	CCDC154	.	ENSG00000197599.12_4	protein_coding	-	"coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]"
chr11	13690217	13753893	FAR1	84188	ENSG00000197601.12_3	protein_coding	+	"fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]"
chr5	37106330	37249530	C5orf42	65250	ENSG00000197603.13_5	protein_coding	-	"chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]"
chr19	52567719	52599018	ZNF841	284371	ENSG00000197608.11_3	protein_coding	-	"zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]"
chr12	8789942	8815484	MFAP5	8076	ENSG00000197614.10_3	protein_coding	-	"microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]"
chr14	23851199	23877486	MYH6	4624	ENSG00000197616.11_3	protein_coding	-	"myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]"
chr19	52494585	52511483	ZNF615	284370	ENSG00000197619.13_4	protein_coding	-	"zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]"
chrX	148621900	148632055	CXorf40A	91966	ENSG00000197620.10_4	protein_coding	+	"chromosome X open reading frame 40A [Source:HGNC Symbol;Acc:HGNC:28089]"
chr1	151023447	151042801	CDC42SE1	56882	ENSG00000197622.12_3	protein_coding	-	"CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]"
chr11	58975983	58980424	MPEG1	219972	ENSG00000197629.5_3	protein_coding	-	"macrophage expressed 1 [Source:HGNC Symbol;Acc:HGNC:29619]"
chr18	61538926	61571124	SERPINB2	5055	ENSG00000197632.8_3	protein_coding	+	"serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584]"
chr2	162848751	162931052	DPP4	1803	ENSG00000197635.9_3	protein_coding	-	"dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]"
chr18	61254223	61271873	SERPINB13	5275	ENSG00000197641.11_4	protein_coding	+	"serpin family B member 13 [Source:HGNC Symbol;Acc:HGNC:8944]"
chr9	5510570	5571254	PDCD1LG2	80380	ENSG00000197646.7_3	protein_coding	+	"programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]"
chr19	12125547	12146556	ZNF433	163059	ENSG00000197647.11_3	protein_coding	-	"zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]"
chr12	91299399	91348953	CCER1	196477	ENSG00000197651.4_3	protein_coding	-	"coiled-coil glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28373]"
chr12	124246735	124420753	DNAH10	196385	ENSG00000197653.15_4	protein_coding	+	"dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]"
chr11	62847412	62911693	SLC22A24	283238	ENSG00000197658.9_4	protein_coding	-	"solute carrier family 22 member 24 [Source:HGNC Symbol;Acc:HGNC:28542]"
chr21	31691442	31692634	KRTAP26-1	388818	ENSG00000197683.4_3	protein_coding	-	"keratin associated protein 26-1 [Source:HGNC Symbol;Acc:HGNC:33760]"
chr9	131314837	131395941	SPTAN1	6709	ENSG00000197694.15_4	protein_coding	+	"spectrin alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
chr15	85198360	85201794	NMB	4828	ENSG00000197696.9_4	protein_coding	-	"neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]"
chr11	12398732	12552348	PARVA	55742	ENSG00000197702.11_3	protein_coding	+	"parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]"
chr18	30252634	30353025	KLHL14	57565	ENSG00000197705.9_3	protein_coding	-	"kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]"
chr12	55640982	55642086	OR6C74	254783	ENSG00000197706.3_3	protein_coding	+	"olfactory receptor family 6 subfamily C member 74 [Source:HGNC Symbol;Acc:HGNC:31303]"
chr4	38869298	38947360	FAM114A1	92689	ENSG00000197712.11_3	protein_coding	+	"family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]"
chr2	210867289	210886983	RPE	6120	ENSG00000197713.14_3	protein_coding	+	"ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]"
chr19	57791419	57804937	ZNF460	10794	ENSG00000197714.8_3	protein_coding	+	"zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628]"
chr1	207818458	207911761	CR1L	1379	ENSG00000197721.16_3	protein_coding	+	"complement C3b/C4b receptor 1 like [Source:HGNC Symbol;Acc:HGNC:2335]"
chr9	96338689	96441869	PHF2	5253	ENSG00000197724.10_3	protein_coding	+	"PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]"
chr12	56435135	56438460	RPS26	6231	ENSG00000197728.10_4	protein_coding	+	"ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]"
chr14	78227173	78236085	C14orf178	283579	ENSG00000197734.8_4	protein_coding	+	"chromosome 14 open reading frame 178 [Source:HGNC Symbol;Acc:HGNC:26385]"
chr11	62063749	62066536	SCGB1D4	404552	ENSG00000197745.2_3	protein_coding	-	"secretoglobin family 1D member 4 [Source:HGNC Symbol;Acc:HGNC:31748]"
chr10	73576055	73611132	PSAP	5660	ENSG00000197746.13_4	protein_coding	-	"prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]"
chr1	151955391	151966866	S100A10	6281	ENSG00000197747.8_3	protein_coding	-	"S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]"
chr10	105889646	105992120	CFAP43	80217	ENSG00000197748.12_4	protein_coding	-	"cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]"
chr6	35773070	35801651	LHFPL5	222662	ENSG00000197753.9_4	protein_coding	+	"LHFPL tetraspan subfamily member 5 [Source:HGNC Symbol;Acc:HGNC:21253]"
chr2	217362912	217443903	RPL37A	6168	ENSG00000197756.9_3	protein_coding	+	"ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]"
chr12	54384408	54424607	HOXC6	3223	ENSG00000197757.7_4	protein_coding	+	"homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]"
chr3	126325895	126373998	TXNRD3	114112	ENSG00000197763.14_5	protein_coding	-	"thioredoxin reductase 3 [Source:HGNC Symbol;Acc:HGNC:20667]"
chr19	859643	863630	CFD	1675	ENSG00000197766.7_4	protein_coding	+	"complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]"
chr9	140145713	140147935	C9orf173	441476	ENSG00000197768.10_5	protein_coding	+	"sperm-tail PG-rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:37285]"
chr1	242158792	242162375	MAP1LC3C	440738	ENSG00000197769.5_3	protein_coding	-	"microtubule associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:HGNC:13353]"
chr10	121588916	121652068	MCMBP	79892	ENSG00000197771.12_3	protein_coding	-	"minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]"
chr16	1823208	1831709	EME2	197342	ENSG00000197774.12_3	protein_coding	+	"essential meiotic structure-specific endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:27289]"
chr14	50159823	50219870	KLHDC1	122773	ENSG00000197776.7_3	protein_coding	+	"kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836]"
chrX	47696301	47861960	ZNF81	347344	ENSG00000197779.13_3	protein_coding	+	"zinc finger protein 81 [Source:HGNC Symbol;Acc:HGNC:13156]"
chr1	109605108	109618624	TAF13	6884	ENSG00000197780.9_3	protein_coding	-	"TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]"
chr19	40575059	40596845	ZNF780A	284323	ENSG00000197782.14_3	protein_coding	-	"zinc finger protein 780A [Source:HGNC Symbol;Acc:HGNC:27603]"
chr1	1447531	1470067	ATAD3A	55210	ENSG00000197785.13_4	protein_coding	+	"ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]"
chr11	58125597	58126542	OR5B17	219965	ENSG00000197786.3_3	protein_coding	-	"olfactory receptor family 5 subfamily B member 17 [Source:HGNC Symbol;Acc:HGNC:15267]"
chr11	4566421	4567374	OR52M1	119772	ENSG00000197790.1_2	protein_coding	+	"olfactory receptor family 52 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:15225]"
chr11	126081309	126132881	FAM118B	79607	ENSG00000197798.8_3	protein_coding	+	"family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]"
chr19	37128094	37157755	ZNF461	92283	ENSG00000197808.11_3	protein_coding	-	"zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]"
chr9	100069586	100140806	CCDC180	100499483	ENSG00000197816.13_3	protein_coding	+	"coiled-coil domain containing 180 [Source:HGNC Symbol;Acc:HGNC:29303]"
chr20	48429250	48508779	SLC9A8	23315	ENSG00000197818.11_3	protein_coding	+	"solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]"
chr5	68788119	68853931	OCLN	100506658	ENSG00000197822.10_3	protein_coding	+	"occludin [Source:HGNC Symbol;Acc:HGNC:8104]"
chr4	81256874	81884910	C4orf22	255119	ENSG00000197826.11_3	protein_coding	+	"chromosome 4 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:28554]"
chr12	14920933	14924065	HIST4H4	121504	ENSG00000197837.3_3	protein_coding	-	"histone cluster 4 H4 [Source:HGNC Symbol;Acc:HGNC:20510]"
chr19	41594377	41602100	CYP2A13	1553	ENSG00000197838.4_3	protein_coding	+	"cytochrome P450 family 2 subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:2608]"
chr19	35225060	35236283	ZNF181	339318	ENSG00000197841.14_3	protein_coding	+	"zinc finger protein 181 [Source:HGNC Symbol;Acc:HGNC:12971]"
chr11	124111835	124124260	OR8G1	26494	ENSG00000197849.6_4	protein_coding	+	"olfactory receptor family 8 subfamily G member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8484]"
chr1	112223252	112282046	FAM212B	55924	ENSG00000197852.10_4	protein_coding	-	"family with sequence similarity 212 member B [Source:HGNC Symbol;Acc:HGNC:28045]"
chr19	12335501	12405702	ZNF44	51710	ENSG00000197857.13_3	protein_coding	-	"zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]"
chr8	145137493	145141119	GPAA1	8733	ENSG00000197858.10_3	protein_coding	+	"glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]"
chr9	136397286	136440641	ADAMTSL2	9719	ENSG00000197859.9_4	protein_coding	+	"ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]"
chr5	64961755	65018862	SGTB	54557	ENSG00000197860.9_3	protein_coding	-	"small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567]"
chr19	37308330	37341689	ZNF790	388536	ENSG00000197863.8_3	protein_coding	-	"zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]"
chr12	11418857	11422739	PRB3	5544	ENSG00000197870.12_3	protein_coding	-	"proline rich protein BstNI subfamily 3 [Source:HGNC Symbol;Acc:HGNC:9339]"
chr2	16730727	16847599	FAM49A	81553	ENSG00000197872.11_3	protein_coding	-	"family with sequence similarity 49 member A [Source:HGNC Symbol;Acc:HGNC:25373]"
chr17	1367480	1396106	MYO1C	4641	ENSG00000197879.15_4	protein_coding	-	"myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]"
chr3	23933151	23988082	NKIRAS1	28512	ENSG00000197885.10_3	protein_coding	-	"NFKB inhibitor interacting Ras like 1 [Source:HGNC Symbol;Acc:HGNC:17899]"
chr11	57970674	57971653	OR1S2	219958	ENSG00000197887.4_5	protein_coding	-	"olfactory receptor family 1 subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:15141]"
chr4	69402902	69434245	UGT2B17	7367	ENSG00000197888.2_3	protein_coding	-	"UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547]"
chr10	15001438	15030049	MEIG1	644890	ENSG00000197889.9_3	protein_coding	+	"meiosis/spermiogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:23429]"
chr11	64358113	64369825	SLC22A12	116085	ENSG00000197891.11_3	protein_coding	+	"solute carrier family 22 member 12 [Source:HGNC Symbol;Acc:HGNC:17989]"
chr8	28924796	29120641	KIF13B	23303	ENSG00000197892.12_3	protein_coding	-	"kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]"
chr10	115348475	115423886	NRAP	4892	ENSG00000197893.13_4	protein_coding	-	"nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]"
chr4	99992129	100009952	ADH5	128	ENSG00000197894.10_4	protein_coding	-	"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]"
chr11	62703857	62752455	SLC22A6	9356	ENSG00000197901.11_4	protein_coding	-	"solute carrier family 22 member 6 [Source:HGNC Symbol;Acc:HGNC:10970]"
chr6	27114197	27114577	HIST1H2BK	85236	ENSG00000197903.7_2	protein_coding	-	"histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]"
