## omim
## OMIM genes, Online Mendelian Inheritance in Man
## hg19, source=gm.omim created=23MAY2016:19:02:25
## PGC bioinformatics, PF Sullivan & Johan Kallberg, Karolinska Institutet, (c) 2016
## Rows: 5 comments, header, 5935 entries. Columns: 7
#chr	bp1	bp2	geneName	OMIMgene	OMIMdisease	type
chr3	12625100	12705725	RAF1	164760	615916	"Cardiomyopathy, dilated, 1NN"
chr3	12625100	12705725	RAF1	164760	611554	"LEOPARD syndrome 2"
chr3	12625100	12705725	RAF1	164760	611553	"Noonan syndrome 5"
chr11	36532259	36614706	RAG1	179615	609889	"Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity"
chr11	36532259	36614706	RAG1	179615	233650	"Combined cellular and humoral immune defects with granulomas"
chr11	36532259	36614706	RAG1	179615	603554	"Omenn syndrome"
chr11	36532259	36614706	RAG1	179615	601457	"Severe combined immunodeficiency, B cell-negative"
chr11	36597124	36619829	RAG2	179616	233650	"Combined cellular and humoral immune defects with granulomas"
chr11	36597124	36619829	RAG2	179616	603554	"Omenn syndrome"
chr11	36597124	36619829	RAG2	179616	601457	"Severe combined immunodeficiency, B cell-negative"
chr17	17584787	17714767	RAI1	607642	182290	"Smith-Magenis syndrome"
chr2	109335937	109402267	RANBP2	601181	608033	"Encephalopathy, acute, infection-induced, 3, susceptibility to"
chr4	99182535	99365012	RAP1GDS1	179502	0	"Lymphocytic leukemia, acute T-cell"
chr11	47459308	47470730	RAPSN	601592	208150	"Fetal akinesia deformation sequence"
chr11	47459308	47470730	RAPSN	601592	616326	"Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency"
chr17	38465444	38513094	RARA	180240	612376	"Leukemia, acute promyelocytic"
chr3	25215823	25639423	RARB	180220	615524	"Microphthalmia, syndromic 12"
chr5	167913450	167946304	RARS	107820	616140	"Leukodystrophy, hypomyelinating, 9"
chr6	88224096	88299721	RARS2	611524	611523	"Pontocerebellar hypoplasia, type 6"
chr5	86563705	86687748	RASA1	139150	605462	"Basal cell carcinoma, somatic"
chr5	86563705	86687748	RASA1	139150	608354	"Capillary malformation-arteriovenous malformation"
chr5	86563705	86687748	RASA1	139150	608355	"Parkes Weber syndrome"
chr3	50367219	50378411	RASSF1	605082	211980	"Lung cancer"
chr18	56934267	56941318	RAX	603424	612067	"Dystonia 16"
chr18	56934267	56941318	RAX	601881	611038	"Microphthalmia, isolated 3"
chr19	3769087	3772233	RAX2	610362	610381	"Cone-rod dystrophy 11"
chr13	48877887	49056122	RB1	614041	109800	"Bladder cancer, somatic"
chr13	48877887	49056122	RB1	614041	259500	"Osteosarcoma, somatic"
chr13	48877887	49056122	RB1	614041	180200	"Retinoblastoma"
chr13	48877887	49056122	RB1	614041	180200	"Retinoblastoma, trilateral"
chr13	48877887	49056122	RB1	614041	182280	"Small cell cancer of the lung, somatic"
chr8	53535016	53658403	RB1CC1	606837	114480	"Breast cancer, somatic"
chr18	20378224	20606451	RBBP8	604124	251255	"Jawad syndrome"
chr18	20378224	20606451	RBBP8	604124	0	"Pancreatic carcinoma, somatic"
chr18	20378224	20606451	RBBP8	604124	606744	"Seckel syndrome 2"
chr20	388142	411610	RBCK1	610924	615895	"Polyglucosan body myopathy 1 with or without immunodeficiency"
chrX	47004268	47046212	RBM10	300080	311900	"TARP syndrome"
chr1	110881128	110889299	RBM15	606077	0	"Megakaryoblastic leukemia, acute"
chr10	112404155	112599227	RBM20	613171	613172	"Cardiomyopathy, dilated, 1DD"
chr1	145507598	145513536	RBM8A	605313	274000	"Thrombocytopenia-absent radius syndrome"
chr14	60864475	60864999	RBM8B	605313	274000	"Thrombocytopenia-absent radius syndrome"
chr10	95351444	95361501	RBP4	180250	616428	"Microphthalmia, isolated, with coloboma 10"
chr10	95351444	95361501	RBP4	180250	615147	"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome"
chr4	26165077	26436541	RBPJ	147183	614814	"Adams-Oliver syndrome 3"
chr13	50106082	50159719	RCBTB1	607867	103780	"Alcohol dependence, susceptibility to"
chr13	50106082	50159719	RCBTB1	607867	0	"Beta-glycopyranoside tasting"
chr1	211649864	211666259	RD3	180040	610612	"Leber congenital amaurosis 12"
chr14	68168603	68201169	RDH12	608830	612712	"Leber congenital amaurosis 13"
chr12	56114151	56118489	RDH5	601617	136880	"Fundus albipunctatus"
chr11	110045605	110167447	RDX	179410	611022	"Deafness, autosomal recessive 24"
chr8	145736667	145743229	RECQL4	603780	218600	"Baller-Gerold syndrome"
chr8	145736667	145743229	RECQL4	603780	266280	"RAPADILINO syndrome"
chr8	145736667	145743229	RECQL4	603780	268400	"Rothmund-Thomson syndrome"
chr2	86441116	86565206	REEP1	609139	610250	"Spastic paraplegia 31, autosomal dominant"
chr7	103112231	103629963	RELN	600514	616436	"Epilepsy, familial temporal lobe, 7"
chr7	103112231	103629963	RELN	600514	257320	"Lissencephaly 2 (Norman-Roberts type)"
chr1	204123944	204135465	REN	179820	0	"Hyperproreninemia"
chr1	204123944	204135465	REN	179820	613092	"Hyperuricemic nephropathy, familial juvenile 2"
chr1	204123944	204135465	REN	179820	267430	"Renal tubular dysgenesis"
chr4	57774075	57802010	REST	600571	616806	"Wilms tumor 6, susceptibility to"
chr10	43572475	43625799	RET	164761	209880	"Central hypoventilation syndrome, congenital"
chr10	43572475	43625799	RET	164761	142623	"Hirschsprung disease, susceptibility to, 1"
chr10	43572475	43625799	RET	164761	155240	"Medullary thyroid carcinoma"
chr10	43572475	43625799	RET	164761	171400	"Multiple endocrine neoplasia IIA"
chr10	43572475	43625799	RET	164761	162300	"Multiple endocrine neoplasia IIB"
chr10	43572475	43625799	RET	164761	171300	"Pheochromocytoma"
chr19	7733930	7735334	RETN	605565	125853	"Diabetes mellitus, noninsulin-dependent, susceptibility to"
chr19	7733930	7735334	RETN	605565	125853	"Hypertension, insulin resistance-related, susceptibility to"
chr3	53122499	53164478	RFT1	611908	612015	"Congenital disorder of glycosylation, type In"
chr1	151313116	151319833	RFX5	601863	209920	"Bare lymphocyte syndrome, type II, complementation group C"
chr1	151313116	151319833	RFX5	601863	209920	"Bare lymphocyte syndrome, type II, complementation group E"
chr6	117198375	117253326	RFX6	612659	615710	"Mitchell-Riley syndrome"
chr19	19303008	19312678	RFXANK	603200	209920	"MHC class II deficiency, complementation group B"
chr13	37393361	37403241	RFXAP	601861	209920	"Bare lymphocyte syndrome, type II, complementation group D"
chr10	86004809	86019716	RGR	600342	613769	"Retinitis pigmentosa 44"
chr1	192778169	192781403	RGS2	601499	0	"Rieger syndrome, type 2"
chr1	163038565	163046592	RGS4	605210	181500	"Schizoaffective disorder, susceptibility to"
chr1	163038565	163046592	RGS4	605210	604906	"Schizophrenia, susceptibility to"
chr1	163080911	163291577	RGS5	603276	145500	"Blood pressure regulation QTL"
chr17	63133549	63223821	RGS9	604067	608415	"Bradyopsia"
chr19	33166313	33169206	RGS9BP	607814	608415	"Bradyopsia"
chr6	49572871	49604552	RHAG	180297	268150	"Anemia, hemolytic, Rh-null, regulator type"
chr6	49572871	49604552	RHAG	180297	185000	"Overhydrated hereditary stomatocytosis"
chr6	49572871	49604552	RHAG	180297	0	"Rh-mod syndrome"
chr17	74466973	74497872	RHBDF2	614404	148500	"Tylosis with esophageal cancer"
chr1	25688740	25756683	RHCE	111700	111690	"Blood group, Rhesus"
chr1	25688740	25756683	RHCE	111700	0	"Rh-null disease, amorph type"
chr1	25598884	25656936	RHD	111680	0	"Rh-negative blood type"
chr3	129247483	129254012	RHO	180380	610445	"Night blindness, congenital stationary, autosomal dominant 1"
chr3	129247483	129254012	RHO	180380	613731	"Retinitis pigmentosa 4, autosomal dominant or recessive"
chr3	129247483	129254012	RHO	180380	136880	"Retinitis punctata albescens"
chr17	1549444	1553371	RILP	608500	612437	"Epilepsy, progressive myoclonic 1B"
chr6	72596406	73112845	RIMS1	606629	603649	"Cone-rod dystrophy 7"
chr20	19867165	19983101	RIN2	610222	613075	"Macrocephaly, alopecia, cutis laxa, and scoliosis"
chr21	43159529	43187266	RIPK4	605706	263650	"Popliteal pterygium syndrome, Bartsocas-Papas type"
chr1	155867599	155881195	RIT1	609591	615355	"Noonan syndrome 8"
chr15	89753100	89764982	RLBP1	180090	607475	"Bothnia retinal dystrophy"
chr15	89753100	89764982	RLBP1	180090	136880	"Fundus albipunctatus"
chr15	89753100	89764982	RLBP1	180090	607476	"Newfoundland rod-cone dystrophy"
chr15	89753100	89764982	RLBP1	180090	136880	"Retinitis punctata albescens"
chr6	151725989	151773259	RMND1	614917	614922	"Combined oxidative phosphorylation deficiency 11"
chr2	3592383	3606206	RNASEH1	604123	616479	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2"
chr19	12917394	12924452	RNASEH2A	606034	610333	"Aicardi-Goutieres syndrome 4"
chr13	51483814	51544592	RNASEH2B	610326	610181	"Aicardi-Goutieres syndrome 2"
chr13	51483814	51544592	RNASEH2B	600275	610205	"Alagille syndrome 2"
chr13	51483814	51544592	RNASEH2B	600275	102500	"Hajdu-Cheney syndrome"
chr11	65482367	65488418	RNASEH2C	610330	610329	"Aicardi-Goutieres syndrome 3"
chr1	182542769	182558391	RNASEL	180435	601518	"Prostate cancer 1"
chr6	167342992	167370679	RNASET2	612944	612951	"Leukoencephalopathy, cystic, without megalencephaly"
chr20	48552948	48570429	RNF114	612950	0	"Psoriasis susceptibility 12"
chr18	29598335	29653176	RNF125	610432	616260	"Tenorio syndrome"
chr17	29295803	29326929	RNF135	611358	614192	"Macrocephaly, macrosomia, facial dysmorphism syndrome"
chr8	125486979	125500155	RNF139	603046	144700	"Renal cell carcinoma"
chr3	196195654	196230639	RNF168	612688	611943	"RIDDLE syndrome"
chr8	42704780	42752433	RNF170	614649	608984	"Ataxia, sensory, 1, autosomal dominant"
chr4	1050038	1107350	RNF212	612041	612042	"Recombination rate QTL 1"
chr17	78234665	78372586	RNF213	613768	607151	"Moyamoya disease 2, susceptibility to"
chr7	5659678	5821370	RNF216	609948	212840	"Cerebellar ataxia and hypogonadotropic hypogonadism"
chr13	26706253	26796791	RNF6	604242	133239	"Esophageal carcinoma, somatic"
chr3	78646390	79816965	ROBO1	602431	610878	"Vesicoureteral reflux 2"
chr3	75955846	77699115	ROBO2	602431	610878	"Vesicoureteral reflux 2"
chr11	124735282	124751366	ROBO3	608630	607313	"Gaze palsy, horizontal, with progressive scoliosis"
chr16	4846969	4852951	ROGDI	614574	226750	"Kohlschutter-Tonz syndrome"
chr11	62379194	62382592	ROM1	180721	608133	"Retinitis pigmentosa 7, digenic"
chr9	94325373	94712444	ROR2	602337	113000	"Brachydactyly, type B1"
chr9	94325373	94712444	ROR2	602337	268310	"Robinow syndrome, autosomal recessive"
chr1	151778547	151804348	RORC	602943	616622	"Immunodeficiency 42"
chr8	55528627	55543394	RP1	603937	180100	"Retinitis pigmentosa 1"
chr8	55528627	55543394	RP1	605789	616734	"Symmetric circumferential skin creases, congenital, 2"
chr8	10463859	10569697	RP1L1	608581	613587	"Occult macular dystrophy"
chrX	46696375	46741793	RP2	300757	312600	"Retinitis pigmentosa 2"
chr1	68894505	68915642	RPE65	180069	204100	"Leber congenital amaurosis 2"
chr1	68894505	68915642	RPE65	180069	613794	"Retinitis pigmentosa 20"
chrX	38128416	38186817	RPGR	312610	304020	"Cone-rod dystrophy, X-linked, 1"
chrX	38128416	38186817	RPGR	312610	300834	"Macular degeneration, X-linked atrophic"
chrX	38128416	38186817	RPGR	312610	300029	"Retinitis pigmentosa 3"
chrX	38128416	38186817	RPGR	312610	300455	"Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness"
chr14	21756098	21819460	RPGRIP1	605446	608194	"Cone-rod dystrophy 13"
chr14	21756098	21819460	RPGRIP1	605446	613826	"Leber congenital amaurosis 6"
chr16	53631595	53737850	RPGRIP1L	610937	216360	"COACH syndrome"
chr16	53631595	53737850	RPGRIP1L	610937	611560	"Joubert syndrome 7"
chr16	53631595	53737850	RPGRIP1L	610937	611561	"Meckel syndrome 5"
chrX	153618315	153637504	RPL10	312173	300847	"Autism, susceptibility to, X-linked 5"
chr1	24018269	24022915	RPL11	604175	612562	"Diamond-Blackfan anemia 7"
chr13	27825446	27830828	RPL21	603636	615885	"Hypotrichosis 12"
chr3	197676858	197683481	RPL35A	180468	612528	"Diamond-Blackfan anemia 5"
chr1	93297582	93307481	RPL5	603634	612561	"Diamond-Blackfan anemia 6"
chr6	34385231	34393902	RPS10	603632	613308	"Diamond-Blackfan anemia 9"
chr5	149822753	149829319	RPS14	130620	153550	"Macrocytic anemia, refractory, due to 5q deletion, somatic"
chr15	82821158	82824972	RPS17	180472	612527	"Diamond-Blackfan anemia 4"
chr19	42363988	42376994	RPS19	603474	105650	"Diamond-Blackfan anemia 1"
chr10	79793518	79816570	RPS24	602412	610629	"Diamond-blackfan anemia 3"
chr12	56435637	56438116	RPS26	603701	613309	"Diamond-Blackfan anemia 10"
chr19	8386042	8388224	RPS28	603685	606164	"Diamond Blackfan anemia 15 with mandibulofacial dysostosis"
chr14	50043390	50065408	RPS29	603633	615909	"Diamond-Blackfan anemia 13"
chrX	20168029	20285523	RPS6KA3	300075	303600	"Coffin-Lowry syndrome"
chrX	20168029	20285523	RPS6KA3	300075	300844	"Mental retardation, X-linked 19"
chr2	3622795	3628509	RPS7	603658	612563	"Diamond-Blackfan anemia 8"
chr3	39448180	39454033	RPSA	150370	271400	"Asplenia, isolated congenital"
chr11	14299472	14386052	RRAS2	600098	0	"Ovarian carcinoma"
chr8	103216730	103251346	RRM2B	604712	612075	"Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)"
chr8	103216730	103251346	RRM2B	604712	612075	"Mitochondrial DNA depletion syndrome 8B (MNGIE type)"
chr8	103216730	103251346	RRM2B	604712	613077	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5"
chrX	18658030	18690229	RS1	300839	312700	"Retinoschisis"
chr21	43892596	43916464	RSPH1	609314	615481	"Ciliary dyskinesia, primary, 24"
chr6	159393903	159421219	RSPH3	615876	616481	"Ciliary dyskinesia, primary, 32"
chr6	116937642	116954148	RSPH4A	612647	612649	"Ciliary dyskinesia, primary, 11"
chr6	43612783	43640336	RSPH9	612648	612650	"Ciliary dyskinesia, primary, 12"
chr1	38076951	38100595	RSPO1	609595	610644	"Palmoplantar hyperkeratosis and true hermaphroditism"
chr1	38076951	38100595	RSPO1	609595	610644	"Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal"
chr20	939095	982907	RSPO4	610573	206800	"Anonychia congenita"
chr16	57220049	57274387	RSPRY1	616585	616723	"Spondylopeimetaphyseal dsyplasia, Faden-Alkuraya type"
chr20	62289163	62328416	RTEL1	608833	615190	"Dyskeratosis congenita, autosomal dominant 4"
chr20	62289163	62328416	RTEL1	608833	615190	"Dyskeratosis congenita, autosomal recessive 5"
chr20	62289163	62328416	RTEL1	608833	616373	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3"
chr19	45988547	46000319	RTN2	603183	604805	"Spastic paraplegia 12, autosomal dominant"
chr6	107018903	107077373	RTN4IP1	610502	616732	"Optic atrophy 10 with or without ataxia, mental retardation, and seizures"
chr22	20228938	20270769	RTN4R	605566	181500	"Schizophrenia, susceptibility to"
chr18	67671029	67873181	RTTN	610436	614833	"Microcephaly, short stature, and polymicrogyria with seizures"
chr21	36160098	37376965	RUNX1	151385	601626	"Leukemia, acute myeloid"
chr21	36160098	37376965	RUNX1	151385	601399	"Platelet disorder, familial, with associated myeloid malignancy"
chr6	45295894	45632086	RUNX2	600211	119600	"Cleidocranial dysplasia"
chr6	45295894	45632086	RUNX2	600211	119600	"Cleidocranial dysplasia, forme fruste, dental anomalies only"
chr6	45295894	45632086	RUNX2	600211	119600	"Cleidocranial dysplasia, forme fruste, with brachydactyly"
chr6	45295894	45632086	RUNX2	600211	156510	"Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly"
chr19	38924339	39078204	RYR1	180901	117000	"Central core disease"
chr19	38924339	39078204	RYR1	180901	145600	"King-Denborough syndrome"
chr19	38924339	39078204	RYR1	180901	145600	"Malignant hyperthermia susceptibility 1"
chr19	38924339	39078204	RYR1	180901	255320	"Minicore myopathy with external ophthalmoplegia"
chr19	38924339	39078204	RYR1	180901	117000	"Neuromuscular disease, congenital, with uniform type 1 fiber"
chr1	237205505	237997288	RYR2	180902	600996	"Arrhythmogenic right ventricular dysplasia 2"
chr1	237205505	237997288	RYR2	180902	604772	"Ventricular tachycardia, catecholaminergic polymorphic, 1"
chr19	10334520	10341948	S1PR2	605111	610419	"Deafness, autosomal recessive 68"
chr13	23902965	24007841	SACS	604490	270550	"Spastic ataxia, Charlevoix-Saguenay type"
chr19	47616531	47713886	SAE1	610911	100300	"Adams-Oliver syndrome 1"
chr2	234216462	234255701	SAG	181031	258100	"Oguchi disease-1"
chr2	234216462	234255701	SAG	181031	613758	"Retinitis pigmentosa 47"
chr16	51169886	51185278	SALL1	602218	107480	"Townes-Brocks branchiootorenal-like syndrome"
chr16	51169886	51185278	SALL1	602218	107480	"Townes-Brocks syndrome"
chr20	50400581	50419059	SALL4	607343	607323	"Duane-radial ray syndrome"
chr20	50400581	50419059	SALL4	607343	147750	"IVIC syndrome"
chr7	92728829	92747336	SAMD9	610456	610455	"Tumoral calcinosis, familial, normophosphatemic"
chr20	35518632	35580246	SAMHD1	606754	612952	"Aicardi-Goutieres syndrome 5"
chr5	133936834	133984961	SAR1B	607690	246700	"Chylomicron retention disease"
chr9	136528682	136605077	SARDH	604455	268900	"Sarcosinemia"
chr19	39405906	39440495	SARS2	612804	613845	"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis"
chr2	200134223	200335989	SATB2	608148	612313	"Glass syndrome"
chr7	66452664	66460588	SBDS	607444	609135	"Aplastic anemia, susceptibility to"
chr7	66452664	66460588	SBDS	607444	260400	"Shwachman-Diamond syndrome"
chr22	50883429	50913454	SBF1	603560	615284	"Charcot-Marie-Tooth disease, type 4B3"
chr11	9800214	10315754	SBF2	607697	604563	"Charcot-Marie-Tooth disease, type 4B2"
chr11	121163162	121179403	SC5D	602286	607330	"Lathosterolosis"
chr12	125261402	125367214	SCARB1	601040	610762	"High density lipoprotein cholesterol level QTL6"
chr4	77079890	77135046	SCARB2	602257	254900	"Epilepsy, progressive myoclonic 4, with or without renal failure"
chr22	20778874	20792146	SCARF2	613619	600920	"Van den Ende-Gupta syndrome"
chr10	102106881	102124591	SCD	603377	212140	"Carnitine deficiency, systemic primary"
chr15	51973550	52013223	SCG3	608896	253700	"Muscular dystrophy, limb-girdle, type 2C"
chr5	147250245	147261754	SCGB3A2	606531	600807	"Asthma, susceptibility to"
chr3	38738293	38835501	SCN10A	604427	615551	"Episodic pain syndrome, familial, 2"
chr3	38887260	38992052	SCN11A	604385	615552	"Episodic pain syndrome, familial, 3"
chr3	38887260	38992052	SCN11A	604385	615548	"Neuropathy, hereditary sensory and autonomic, type VII"
chr2	166845670	166984523	SCN1A	182389	607208	"Dravet syndrome"
chr2	166845670	166984523	SCN1A	182389	604403	"Epilepsy, generalized, with febrile seizures plus, type 2"
chr2	166845670	166984523	SCN1A	182389	604403	"Febrile seizures, familial, 3A"
chr2	166845670	166984523	SCN1A	182389	609634	"Migraine, familial hemiplegic, 3"
chr2	166845670	166984523	SCN1A	130130	162800	"Neutropenia, cyclic"
chr2	166845670	166984523	SCN1A	130130	202700	"Neutropenia, severe congenital 1, autosomal dominant"
chr19	35521588	35531352	SCN1B	600235	615377	"Atrial fibrillation, familial, 13"
chr19	35521588	35531352	SCN1B	600235	612838	"Brugada syndrome 5"
chr19	35521588	35531352	SCN1B	600235	612838	"Cardiac conduction defect, nonspecific"
